"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[SWOT]] [[analysis]] is just [[one]] method of [[categorization]] and has its own [[weaknesses]] .","[[nerd]] [[psychoanalysis]] is just [[unrivalled]] method of [[compartmentalisation]] and has its own [[weakness]] .",0.0009104013442993164,0.12122434377670288,1,1,1,75,"Failed"
"These measures are expected to produce annual cost [[savings]] of EUR 1.5 million starting in 2007 .","These measures are expected to produce annual cost [[write]] of EUR 1.5 million starting in 2007 .",0.0006111860275268555,0.9993534088134766,2,1,2,136,"Successful"
"`` Ruukki is now [[included]] on DJSI [[World]] for the [[second]] [[year]] [[running]] and the European DJSI STOXX for the third year [[running]] .","`` Ruukki is now [[admit]] on DJSI [[worldwide]] for the [[endorsement]] [[class]] [[endure]] and the European DJSI STOXX for the third year [[prevail]] .",0.0008221268653869629,0.9839226603507996,1,2,1,285,"Successful"
"The [[maximum]] grade of the veneer [[yield]] is [[calculated]] , [[based]] on the dimensions and grades of the veneer products , as [[well]] as by iterating the places of the peeling axes and simulating the peeling [[process]] .","The [[utmost]] grade of the veneer [[grant]] is [[reckon]] , [[found]] on the dimensions and grades of the veneer products , as [[advantageously]] as by iterating the places of the peeling axes and simulating the peeling [[sue]] .",0.000644385814666748,0.5090222358703613,1,2,1,281,"Successful"
"Altogether CapMan [[employs]] approximately 150 [[people]] in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and [[Luxembourg]] .","Altogether CapMan [[hire]] approximately 150 [[multitude]] in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and [[Luxemburg]] .",0.000716865062713623,0.001630246639251709,1,1,1,73,"Failed"
"The composite [[body]] is coated with a [[hard]] [[coating]] layer produced by [[thermal]] spraying , and the [[coating]] is [[ground]] . ''","The composite [[soundbox]] is coated with a [[punishing]] [[finishing]] layer produced by [[caloric]] spraying , and the [[coat]] is [[drudge]] . ''",0.0006228089332580566,0.780396580696106,1,0,1,190,"Successful"
"`` The purchase of the operations is part of YIT 's strategy to [[expand]] its offering of building system services geographically . ''","`` The purchase of the operations is part of YIT 's strategy to [[expound]] its offering of building system services geographically . ''",0.0009639263153076172,0.7261819839477539,2,1,2,103,"Successful"
"- Cash [[flow]] from operating activities before investments was EUR 0.8 -1.2 million .","- Cash [[fall]] from operating activities before investments was EUR 0.8 -1.2 million .",0.0008255839347839355,0.9968999028205872,1,0,1,92,"Successful"
"Poyry 's [[contract]] includes [[engineering]] [[management]] , [[civil]] and detail [[engineering]] [[services]] , and [[time]] [[scheduling]] and [[procurement]] [[services]] .","Poyry 's [[take]] includes [[direct]] [[direction]] , [[civic]] and detail [[engineer]] [[serving]] , and [[sentence]] [[programing]] and [[procural]] [[serving]] .",0.0005096197128295898,0.0008511543273925781,1,1,1,152,"Failed"
"[[Proving]] that [[good]] cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .","[[try]] that [[unspoilt]] cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",0.0009784698486328125,0.9687496423721313,2,1,2,204,"Successful"
"`` The [[biggest]] [[challenge]] was to make the piece look raw , '' Hansen said .","`` The [[bad]] [[dispute]] was to make the piece look raw , '' Hansen said .",0.0017070174217224121,0.975351870059967,1,0,1,202,"Successful"
"The Finnish [[business]] [[delegation]] includes [[representatives]] from over 20 [[companies]] that include Nokia [[Corp]] , Finnfund , Outokumpu Oyj , OKO [[Bank]] , Alteams Oy and Cargotec Corp. .","The Finnish [[job]] [[relegation]] includes [[instance]] from over 20 [[company]] that include Nokia [[corp]] , Finnfund , Outokumpu Oyj , OKO [[cant]] , Alteams Oy and Cargotec Corp. .",0.0007988810539245605,0.9318565726280212,1,0,1,112,"Successful"
"Nordea Bank [[Estonia]] is [[part]] of the [[largest]] financial group in the [[Nordic]] [[countries]] .","Nordea Bank [[Esthonia]] is [[share]] of the [[prominent]] financial group in the [[Scandinavian]] [[country]] .",0.0010191798210144043,0.0065705180168151855,1,1,1,132,"Failed"
"The majority of the company 's personnel in Finland is temporarily [[laid]] off from one to six weeks in the period from February to June 2009 period .","The majority of the company 's personnel in Finland is temporarily [[pose]] off from one to six weeks in the period from February to June 2009 period .",0.0016686320304870605,0.994529128074646,0,1,0,85,"Successful"
"The joint venture is planning a [[quick]] timetable for negotiating the lease of the potential [[wind]] [[farm]] [[areas]] and for charting the [[feasibility]] of the [[wind]] farms .","The joint venture is planning a [[speedy]] timetable for negotiating the lease of the potential [[wreathe]] [[grow]] [[orbit]] and for charting the [[feasibleness]] of the [[flatus]] farms .",0.0009377598762512207,0.8579354286193848,1,2,1,226,"Successful"
"Finnlines will announce in week 17 of 2006 what [[measures]] it will [[take]] to [[tackle]] the [[situation]] .","Finnlines will announce in week 17 of 2006 what [[beat]] it will [[withdraw]] to [[rig]] the [[office]] .",0.001154780387878418,0.8702022433280945,1,0,1,211,"Successful"
"CF2 Pty Ltd [[became]] a [[substantial]] holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .","CF2 Pty Ltd [[get]] a [[satisfying]] holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .",0.0006788969039916992,0.9942384362220764,1,2,1,92,"Successful"
"Operating [[profit]] [[rose]] to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .","Operating [[earnings]] [[rebel]] to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .",0.0006229281425476074,0.5919512510299683,2,0,2,143,"Successful"
"He [[joins]] Technopolis from KONE where he has [[held]] [[various]] [[positions]] within the Group , most recently as Director of Service [[Business]] and [[Business]] Development for KONE s [[Middle]] Eastern [[operations]] .","He [[link]] Technopolis from KONE where he has [[defy]] [[several]] [[stead]] within the Group , most recently as Director of Service [[line]] and [[patronage]] Development for KONE s [[centre]] Eastern [[surgery]] .",0.0006879568099975586,0.6392513513565063,1,0,1,296,"Successful"
"[[Wellness]] [[services]] will be [[important]] in the future .","[[wellness]] [[Service]] will be [[authoritative]] in the future .",0.0026822686195373535,0.15721386671066284,1,1,1,39,"Failed"
"In the [[beginning]] of the [[negotiations]] , the [[estimated]] [[number]] of [[reductions]] was 50 at the [[maximum]] .","In the [[get-go]] of the [[talks]] , the [[estimate]] [[come]] of [[decrease]] was 50 at the [[utmost]] .",0.000722348690032959,0.7125190496444702,1,0,1,129,"Successful"
"The company 's advantage in pricing can be [[seen]] in the significantly [[lower]] prices offered by the new unmanned stations .","The company 's advantage in pricing can be [[control]] in the significantly [[dispirited]] prices offered by the new unmanned stations .",0.002010941505432129,0.9578448534011841,2,1,2,198,"Successful"
"It [[delivers]] a different user [[experience]] and enables us to [[widen]] the [[market]] we can address . ''","It [[render]] a different user [[receive]] and enables us to [[extend]] the [[grocery]] we can address . ''",0.0006323456764221191,0.995642900466919,2,1,2,96,"Successful"
"UPM-Kymmene [[said]] its has ` not indicated any [[interest]] in any [[domestic]] [[consolidations]] ' .","UPM-Kymmene [[aforementioned]] its has ` not indicated any [[worry]] in any [[domesticated]] [[integration]] ' .",0.0006516575813293457,0.0019078850746154785,1,1,1,80,"Failed"
"Furthermore , sales of new passenger cars and light commercial vehicles in the country [[declined]] by 5.4 % year-on-year last month .","Furthermore , sales of new passenger cars and light commercial vehicles in the country [[correct]] by 5.4 % year-on-year last month .",0.0011772513389587402,0.9996234774589539,0,2,0,150,"Successful"
"Customers in a [[wide]] [[range]] of industries use our stainless steel and [[services]] worldwide .","Customers in a [[all-embracing]] [[pasture]] of industries use our stainless steel and [[avail]] worldwide .",0.0008622407913208008,0.9490708112716675,1,2,1,163,"Successful"
"The [[figure]] does not [[include]] [[food]] [[exports]] from [[Finland]] .","The [[cipher]] does not [[admit]] [[nutrient]] [[export]] from [[Suomi]] .",0.000554502010345459,0.0010016560554504395,1,1,1,83,"Failed"
"ADP [[News]] - [[Feb]] [[13]] , 2009 - Finnish retailer Kesko Oyj [[HEL]] : KESBV [[said]] [[today]] its [[total]] sales , [[excluding]] [[value]] [[added]] tax [[VAT]] , [[stood]] at EUR 661.[[3]] million USD 853.[[1]] m in [[January]] 2009 , down [[15]].[[2]] % year-on-yea","ADP [[word]] - [[February]] [[XIII]] , 2009 - Finnish retailer Kesko Oyj [[Hela]] : KESBV [[read]] [[now]] its [[summate]] sales , [[shut]] [[esteem]] [[tally]] tax [[tub]] , [[suffer]] at EUR 661.[[trinity]] million USD 853.[[single]] m in [[Jan]] 2009 , down [[XV]].[[deuce]] % year-on-yea",0.0013012886047363281,0.0034731030464172363,0,0,0,296,"Failed"
"`` QPR 8 integrated management system is the [[fastest]] , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .","`` QPR 8 integrated management system is the [[degraded]] , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .",0.0006583333015441895,0.5176874995231628,2,0,2,238,"Successful"
"At the end of [[last]] week , Protalix BioTherapeutics Inc ( AMEX : PLX ) [[published]] a prospectus for a [[first]] [[offering]] on AMEX of about 5 % of its share capital .","At the end of [[utmost]] week , Protalix BioTherapeutics Inc ( AMEX : PLX ) [[promulgated]] a prospectus for a [[world-class]] [[extend]] on AMEX of about 5 % of its share capital .",0.0018576383590698242,0.7465165853500366,1,2,1,173,"Successful"
"CapMan has [[four]] investment [[areas]] ( CapMan Buyout , CapMan [[Technology]] , CapMan [[Life]] [[Science]] and CapMan [[Real]] [[Estate]] ) , and each of them has a [[dedicated]] [[team]] .","CapMan has [[quadruplet]] investment [[arena]] ( CapMan Buyout , CapMan [[engineering]] , CapMan [[biography]] [[skill]] and CapMan [[rattling]] [[acres]] ) , and each of them has a [[devote]] [[squad]] .",0.0005924701690673828,0.000975489616394043,1,1,1,141,"Failed"
"As a [[result]] of these transactions , the [[aggregate]] [[holdings]] of Burrill Life Sciences Capital Fund , L.P. has decreased below [[5]] per cent of the total number of shares and votes of the Company .","As a [[termination]] of these transactions , the [[total]] [[adjudge]] of Burrill Life Sciences Capital Fund , L.P. has decreased below [[Phoebe]] per cent of the total number of shares and votes of the Company .",0.0012183785438537598,0.6180241107940674,0,1,0,300,"Successful"
"The investment would be some EUR5m .","The investment would be some EUR5m .",0.0007022619247436523,0.0007022619247436523,1,1,1,9,"Failed"
"The E7 smartphone will be [[available]] for Rs35 ,000 per handset across India , '' Nokia India vice-president & [[managing]] [[director]] [[D]] Shivakumar [[told]] reporters .","The E7 smartphone will be [[usable]] for Rs35 ,000 per handset across India , '' Nokia India vice-president & [[grapple]] [[conductor]] [[500]] Shivakumar [[assure]] reporters .",0.0018338561058044434,0.27362966537475586,1,1,1,120,"Failed"
"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its [[net]] loss [[contracted]] to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .","Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its [[profits]] loss [[cut]] to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .",0.0005449652671813965,0.9967387914657593,2,0,2,201,"Successful"
"Finnish food industry companies are [[interested]] in the opportunities provided by Ukraine .","Finnish food industry companies are [[worry]] in the opportunities provided by Ukraine .",0.0030162930488586426,0.9993536472320557,1,0,1,45,"Successful"
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) [[order]] to [[supply]] an [[expansion]] of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .","Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) [[tell]] to [[append]] an [[elaboration]] of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",0.0005776882171630859,0.7312209606170654,2,1,2,274,"Successful"
